Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Experience Growth Total,Pre-Evolution Pokemon Id
663,Talonflame,Scorching Pokémon,,,1.2,24.5,Fire,Flying,Flame Body,Contact with the Pokémon may burn the attacker.,,,Gale Wings,Gives priority to Flying-type moves when the Pokémon's HP is full.,X,78,81,71,74,69,126,499,0,0,0,0,0,3,3,1059860,1079.0
664,Scatterbug,Scatterdust Pokémon,,,0.3,2.5,Bug,,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,38,35,40,27,25,35,200,0,0,1,0,0,0,1,1000000,
665,Spewpa,Scatterdust Pokémon,,,0.3,8.4,Bug,,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,,,Friend Guard,Reduces damage done to allies.,X,45,22,60,27,30,29,213,0,0,2,0,0,0,2,1000000,1081.0
666,Vivillon,Scale Pokémon,,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Polar Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Tundra Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Continental Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Garden Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Elegant Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Icy Snow Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Modern Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Marine Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Archipelago Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,High Plains Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Sandstorm Pattern,,1.2,17.0,Bug,Flying,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,River Pattern,,1.2,17.0,Bug,Flying,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Monsoon Pattern,,1.2,17.0,Bug,Flying,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Savanna Pattern,,1.2,17.0,Bug,Flying,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Sun Pattern,,1.2,17.0,Bug,Flying,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Ocean Pattern,,1.2,17.0,Bug,Flying,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Jungle Pattern,,1.2,17.0,Bug,Flying,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Fancy Pattern,,1.2,17.0,Bug,Flying,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
666,Vivillon,Scale Pokémon,Poké Ball Pattern,,1.2,17.0,Bug,Flying,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,X,80,52,50,90,50,89,411,1,0,0,1,0,1,3,1000000,1082.0
667,Litleo,Lion Cub Pokémon,,,0.6,13.5,Fire,Normal,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",X,62,50,58,73,54,72,369,0,0,0,1,0,0,1,1059860,
668,Pyroar,Royal Pokémon,,,1.5,81.5,Fire,Normal,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",X,86,68,72,109,66,106,507,0,0,0,2,0,0,2,1059860,1084.0
669,Flabébé,Single Bloom Pokémon,,,0.1,0.1,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,1000000,
669,Flabébé,Single Bloom Pokémon,Yellow Flower,,0.1,0.1,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,1000000,
669,Flabébé,Single Bloom Pokémon,Orange Flower,,0.1,0.1,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,1000000,
669,Flabébé,Single Bloom Pokémon,Blue Flower,,0.1,0.1,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,1000000,
669,Flabébé,Single Bloom Pokémon,White Flower,,0.1,0.1,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,44,38,39,61,79,42,303,0,0,0,0,1,0,1,1000000,
670,Floette,Single Bloom Pokémon,,,0.2,0.9,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,1000000,1086.0
670,Floette,Single Bloom Pokémon,Yellow Flower,,0.2,0.9,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,1000000,1772.0
670,Floette,Single Bloom Pokémon,Orange Flower,,0.2,0.9,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,1000000,1773.0
670,Floette,Single Bloom Pokémon,Blue Flower,,0.2,0.9,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,1000000,1774.0
670,Floette,Single Bloom Pokémon,White Flower,,0.2,0.9,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,54,45,47,75,98,52,371,0,0,0,0,2,0,2,1000000,1775.0
671,Florges,Garden Pokémon,,,1.1,10.0,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,1000000,1088.0
671,Florges,Garden Pokémon,Yellow Flower,,1.1,10.0,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,1000000,1776.0
671,Florges,Garden Pokémon,Orange Flower,,1.1,10.0,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,1000000,1777.0
671,Florges,Garden Pokémon,Blue Flower,,1.1,10.0,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,1000000,1778.0
671,Florges,Garden Pokémon,White Flower,,1.1,10.0,Fairy,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,X,78,65,68,112,154,75,552,0,0,0,0,3,0,3,1000000,1779.0
672,Skiddo,Mount Pokémon,,,0.9,31.0,Grass,,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,,,Grass Pelt,Boosts the Pokémon's Defense stat on Grassy Terrain.,X,66,65,48,62,57,52,350,1,0,0,0,0,0,1,1000000,
673,Gogoat,Mount Pokémon,,,1.7,91.0,Grass,,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,,,Grass Pelt,Boosts the Pokémon's Defense stat on Grassy Terrain.,X,123,100,62,97,81,68,531,2,0,0,0,0,0,2,1000000,1090.0
674,Pancham,Playful Pokémon,,,0.6,8.0,Fighting,,Iron Fist,Powers up punching moves.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,X,67,82,62,46,48,43,348,0,1,0,0,0,0,1,1000000,
675,Pangoro,Daunting Pokémon,,,2.1,136.0,Fighting,Dark,Iron Fist,Powers up punching moves.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,X,95,124,78,69,71,58,495,0,2,0,0,0,0,2,1000000,1092.0
676,Furfrou,Poodle Pokémon,,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,Heart Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,Star Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,Diamond Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,Debutante Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,Matron Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,Dandy Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,La Reine Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,Kabuki Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
676,Furfrou,Poodle Pokémon,Pharaoh Trim,,1.2,28.0,Normal,,Fur Coat,Halves the damage from physical moves.,,,,,X,75,80,60,65,90,102,472,0,0,0,0,0,1,1,1000000,
677,Espurr,Restraint Pokémon,,,0.3,3.5,Psychic,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",X,62,48,54,63,60,68,355,0,0,0,0,0,1,1,1000000,
678,Meowstic,Constraint Pokémon,,,0.6,8.5,Psychic,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Prankster,Gives priority to a status move.,X,74,48,76,83,81,104,466,0,0,0,0,0,2,2,1000000,1095.0
678,Meowstic,Constraint Pokémon,Female,,0.6,8.5,Psychic,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,X,74,48,76,83,81,104,466,0,0,0,0,0,2,2,1000000,1095.0
679,Honedge,Sword Pokémon,,,0.8,2.0,Steel,Ghost,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,,,,,X,45,80,100,35,37,28,325,0,0,1,0,0,0,1,1000000,
680,Doublade,Sword Pokémon,,,0.8,4.5,Steel,Ghost,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,,,,,X,59,110,150,45,49,35,448,0,0,2,0,0,0,2,1000000,25.0
681,Aegislash,Royal Sword Pokémon,,,1.7,53.0,Steel,Ghost,Stance Change,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.,,,,,X,60,50,140,50,140,60,500,0,0,2,0,1,0,3,1000000,26.0
681,Aegislash,Royal Sword Pokémon,Blade,,1.7,53.0,Steel,Ghost,Stance Change,The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.,,,,,X,60,140,50,140,50,60,500,0,2,0,1,0,0,3,1000000,
682,Spritzee,Perfume Pokémon,,,0.2,0.5,Fairy,,Healer,Sometimes heals an ally's status condition.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,X,78,52,60,63,65,23,341,1,0,0,0,0,0,1,1000000,
683,Aromatisse,Fragrance Pokémon,,,0.8,15.5,Fairy,,Healer,Sometimes heals an ally's status condition.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,X,101,72,72,99,89,29,462,2,0,0,0,0,0,2,1000000,1101.0
684,Swirlix,Cotton Candy Pokémon,,,0.4,3.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,X,62,48,66,59,57,49,341,0,0,1,0,0,0,1,1000000,
685,Slurpuff,Meringue Pokémon,,,0.8,5.0,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,X,82,80,86,85,75,72,480,0,0,2,0,0,0,2,1000000,1103.0
686,Inkay,Revolving Pokémon,,,0.4,3.5,Dark,Psychic,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,Contrary,Makes stat changes have an opposite effect.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",X,53,54,53,37,46,45,288,0,1,0,0,0,0,1,1000000,
687,Malamar,Overturning Pokémon,,,1.5,47.0,Dark,Psychic,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,Contrary,Makes stat changes have an opposite effect.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",X,86,92,88,68,75,73,482,0,2,0,0,0,0,2,1000000,1105.0
688,Binacle,Two-Handed Pokémon,,,0.5,31.0,Rock,Water,Tough Claws,Powers up moves that make direct contact.,Sniper,Powers up moves if they become critical hits when attacking.,Pickpocket,Steals an item from an attacker that made direct contact.,X,42,52,67,39,56,50,306,0,1,0,0,0,0,1,1000000,
689,Barbaracle,Collective Pokémon,,,1.3,96.0,Rock,Water,Tough Claws,Powers up moves that make direct contact.,Sniper,Powers up moves if they become critical hits when attacking.,Pickpocket,Steals an item from an attacker that made direct contact.,X,72,105,115,54,86,68,500,0,2,0,0,0,0,2,1000000,1107.0
